Shop Name,Owner,location,Description,Review,Sales,Item Types,Reviews
AlmasGemsIndia,Muzammil,"Jaipur, Rajasthan","For Love of Gemstones
                                ",5,6,['On sale'],"[['M', '5', 'The carved emerald looks good and had been nicely set\ninto a ring by the seller.  I am happy with my purchase -\nthe communication was prompt and helpful, and the\ndelivery was fast (1 week courier). Look forward to future\npurchases.'], ['Athary', '5', 'Beautiful emerald...I have made it an earring']]"
AlphaIndia,Alpha India,"Oregon, United States","industrial design: handmade
                                ",0,0,[],[]
ALSOIndia,ALSO,"Jaipur, Rajasthan","Handcrafted with love by the artisans of Jaipur
                                ",1,2,"['NECKLACES', 'BRACELET', 'EARRINGS', 'RINGS', 'Charms']","[['sophsmomma1', '1', 'Havent even received item in over 4wks and will not let me track order!']]"
Altanariel,Alexandra,"Lyon, France","Handcrafted with love by the artisans of Jaipur
                                ",1,0,[],[]
AlternIndia,Charlotte,"Condorcet, France","Handcrafted with love by the artisans of Jaipur
                                ",1,0,[],[]
AltTabIndia,Samyak Luhadia,"Jaipur, Rajasthan","Growth by switching to ecofriendly alternatives!
                                ",0,0,[],[]
AmayragemsIndia,Amayra Choudhary,"Jaipur, Rajasthan","AmayragemsIndia
                                ",4.1,141,"['Silver Ring', 'Ruby Ring', 'Pink Sapphire Ring', 'Blue Sapphire Ring', 'Emerald Ring', 'Zircon Ring', 'Opal Handmade Ring', 'Turquoise Ring', 'Yellow Sapphire Ring', 'Hessonite Garnet Ring', 'Loose Stone']","[['Clare', '5', 'I really like this ring. The color was a bit different than what was shown in the photo, but I like this EVEN more!'], ['coolwatersin', '5', 'The ring was absolutely beautiful! The zircon stone was first rate quality as is the workmanship. I am delightedly happy!'], ['eugene', '5', 'I love this item very much, meets my expectations'], ['Karen Farnum', '5', 'Absolutely beautiful!!  Thank you'], ['Madhurima', '5', 'Beautiful ring, looks prettier in person'], ['Silvija', '5', 'A wonderful ring - such great service and quick delivery - the stone is magnificent!  Thank you so much ....yes it looks just like the photo and I appreciate receiving the actual certification of the stone -Keep up the great work!'], ['doris price', '5', 'iI love the ring! Beautiful color great setting and as described! Will definitely buy from your shop again! Thank you!\ndoris'], ['Lisa', '4', ""It's a very pretty ring. Not exactly as pictured but still very pretty.""], ['Yulia', '5', 'Absolutely gorgeous and very high quality! Even more beautiful in person! My beloved wears it every single day and gets many compliments!'], ['Rebecca', '5', ""Beautiful rich color, and the size of the stone is quite incredible.  I'm a little surprised that the setting although lovely does not have a very expensive feel to it, which doesn't make sense with such a perfect stone.  perfect fit.""]]"
AMAYRAJEWELSIN,vijay,"Surat, Gujarat","hand made real diamond jewellery
                                ",3.2857,16,"['Hexagon & kite cut', 'Salt and Pepper', 'Rose Cut', 'Eternity Band', 'Two Stone Ring', 'Heart Cut', 'Oval Cut', 'Round Cut', 'Radiant Cut', 'Cushion Cut', 'Pear Cut', 'Emerald Cut', 'Marquise Cut', 'Asscher Cut', 'Princess Cut', 'Kite Cut', 'Marquise & Pear Cut']","[['Martin', '5', 'It is beautiful ring for my wife. It has stunning diamonds with perfect size. I love this ring. Thanks'], ['Martin', '5', 'Great product and suitable for my finger. Nice finishing.'], ['Dipenkumar', '5', 'It is a very nice ring with good quality of diamonds. It is perfect for presence. Stunning looks.'], ['Jamie', '1', 'This seller lies about their product and sends rings that do not match the order. And then they demand a 5\nStar review. Do not recommend.'], ['Jamie', '1', 'This seller lies about their product and sends rings that do not match the order. And then they demand a 5\nStar review. Do not recommend.'], ['Jamie', '1', 'This seller lies about their product and sends rings that do not match the order. And then they demand a 5\nStar review. Do not recommend.'], ['candy26h', '5', 'N/A']]"
AMAZINGGEMSSTORE,AMAZING GEMS STORE,"Jaipur, Rajasthan","Top quality manufacturer in all types of Gemstone
                                ",4.6923,32,"['On sale', 'Tourmaline/Ruby', 'Ruby/ Emerald/ Beads', 'Blue Sapphire/Beads', 'Pink Sapphire/Beads', 'Multi Sapphire/Tear Drop', 'GARNET/Citrine', 'Amethyst', 'Aquamarine', 'Tanzanite', 'EMERALD/ROSECUT/CABOCHON', 'Citrine/Rainbow']","[['Robin', '5', ""gorgeous stones and timely shipping - I'll be back!""], ['lesierobin', '5', 'ABSOLUTELY BEAUTIFUL!!  love love these strands!!'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.'], ['Joe', '5', 'Stone looks good and was as described.']]"
AmbraiIndia,Vasundhara and Sahira,"New Delhi, Delhi","Handmade with Love in India-Own Art pieces with a story
                                ",5,1113,"['Throws', 'Quilts', 'Earrings', 'Duvet Covers, Bedsheets', 'Baby Quilts & Bedding', 'Rugs', 'Bedspreads with Pillows', 'Dining & Serving', 'Stationery']","[['A', '5', 'Better than I had hoped, arrived quickly, great quaLity!'], ['Amos', '5', 'Beautiful salad bowl. A+ all around!'], ['Steve', '5', ""A beautiful, high quality blanket for cold winter nights on my sofa.  It was even more vibrant and beautiful than expected, and these sellers are so sweet.  I've purchased from them before, and delivery across the world is amazingly fast.  So grateful.""], ['Michele', '5', 'Prettier than expected!'], ['Michele', '5', 'Prettier than expected!'], ['ifhun', '5', 'This so pretty, thank you!'], ['Nicki', '5', 'The throw is stunning and it arrived in Australia just 10 days after I placed my order. Perfect!'], ['katia', '4', ""A lovely, bright throw, feels well made. I've been using it as a throw for a sofa, and the size works very well. The order arrived very quickly, within a week, and looks exactly like the images. Both the facing side and the reverse look great. The fabric feels soft, and is good quality cotton. Washing instructions say dry clean only.""], ['dianemecattaf', '5', 'Quick and efficient sellers!'], ['kg424', '5', 'This is the second throw that I buy. Nice colours. Great, great service and super fast. How can it be that shippings from India are faster than shippings within France :) Thanks a lot.']]"
Ambrosiastudioindia,ambrosiaindia,"Mumbai, Maharashtra","Sustainable, minimal, handcrafted women clothing
                                ",0,0,[],[]
AMFASHIONINDIA,indian dress,India,"WELCOME TO AMFASHIONINDIA
                                ",4.7692,26,"['On sale', 'Anarkali Dress', 'Suit', 'Lehenga Suit', 'Pant Suit', 'Palazzo Suit', 'Patiala Suit']","[['tiffinyarcher1', '5', 'Product arrived as shown on the picture!'], ['Priya', '5', 'The outfit was very beautiful, great customer service and easy communication. The outfit came very quickly, I am very happy.'], ['Brenda', '4', 'This is a lovely, well made outfit and I look forward to wearing it for years to come. It was helpful to have given my measurements because the dress and pants are just right. I love the fact the dress has a zipper. It’s a nice touch that makes all the difference when putting the dress on. \nThe braiding is absolutely beautiful. It doesn’t pull on the fabric because it is not heavy for the fabric. \n\nThe dress sleeves fit just like gloves. If you like loose sleeves, be sure to include measurements for your biceps and lower arms and tell the owner of your preferences. \n\nI like the fact I choose not to have the sleeves lined because it gives them a nice, light feeling. \n\nI am very grateful for the correspondence with the owner who made every effort to make sure the outfit was made with my personal wishes in mind.'], ['Sukriti', '5', 'My anarkali came spectacularly made and the seller customized it perfectly to the measurements I sent! The mirror work was so elegant and came exactly like the picture advertised! I was a little worried that the outfit wouldn’t make it in time for my event, however the seller made sure to ship it as fast as possible! I got it in perfect timing and was able to wear it to my event where I got so many compliments! Thank you for doing such a fantastic job :)'], ['Deepti', '5', 'The quality of the item matched the description. Seller was responsive to my questions.'], ['tiffinyarcher1', '5', 'Product arrived as shown in the picture!'], ['Sarah', '5', 'Seller is absolutely amazing! Kept in contact with me about the status of my order. Very happy with the quality!'], ['Sonali', '5', 'Received the items super fast and quality of service as well as Stitching is outstanding. I highly recommend. Overall outstanding. Communication from seller was very responsive.'], ['Marianella', '5', 'The team were very helpful in ensuring the outfit was going to be made to my measurements. He carefully requested me to check these a few times before the garment was sent off to be made-to-measure, something I wasn’t prepared for but certainly delighted with the outcome and on-time delivery for the wedding I am attending on the weekend. I very much recommend the team for all personalised service and custom made Indian outfits. Simply superb!'], ['Marie', '5', 'The quality is very good']]"
AmoreeIndia,Shikha,"Jaipur, Rajasthan","Hello Welcome to Amoree India
                                ",0,0,[],[]
AmreenCrystal,sana shaikh,N/A,"Home decor, handmade pendants and crystals
                                ",0,0,[],[]
AMRGEMSIndia,AJARUDDIN KHAN,"Jaipur, Rajasthan","HIGH QUALITY GEMSTONE IS AVAILABLE AT WHOLESALE PRICE
                                ",3,11,"['JASPER', 'Agate', 'Amozonite', 'Edulite', 'Fluorite', 'Labradorite', 'Hypersthene', 'Scolecite', 'Calcite', 'Tourmaline', 'Unakite', 'Serpentine']","[['vicki', '1', ""This man repeatedly harassed me about paying him...even though I sent him a copy of the payments from my bank acc and PayPal...I don't know if he didn't understand but kept ignoring what I'd told him and asking for payment.  he repeatedly called me.Sir, even though I told him I was a woman and insisted I pay him as the package had been sent.   He ignored everything, and said he had sent the package could I pay him.   the payment was returned to me as he obviously didn't understand how to process it.. then the package arrived empty.  what a total DICKHEAD!!! I buy heaps of cabochons and won't be.touching his business with a ten foot barge poll....FOOTNOTE..  I suspect he's probably a woman 🤪""], ['Marine', '5', 'Very nice stones, exactly as in the photo.']]"
AnaghaMartIndia,Anagha Mart,"Bengaluru, Karnataka","Customised/personalised handemade products
                                ",0,0,[],[]
AnantIndia,Raghav,"Rishikesh, Uttarakhand","Trending jewellery and japa malas
                                ",0,0,[],[]
AnanyaJewelsIndia,Ashish Jain,"Jaipur, Rajasthan","Silver Natural Gemstone Jewelry, Handmade Jewelry
                                ",0,0,[],[]
AndromedaIndia,Abhay Vaviya,"Mumbai, Maharashtra","We bring designs with look that you will LOVE!
                                ",5,7,"['Personalised Cases', 'Love for Space', 'Retro Cases', 'Kawaii Phone Case', 'Completion Certificate', 'Appreciation Certificate', 'Dedication Certificate', 'Kids Diploma Certificate']","[['Cora', '5', 'It’s great I love it thanks'], ['Karmin', '5', 'Fast shipment. My daughter loves her new case.  Thank you! ♥'], ['Flossy', '5', 'Everything was just perfect']]"
anenglishroseinindia,anenglishroseinindia,"Newcastle upon Tyne, United Kingdom","beautiful blankets, handmade just for you
                                ",0,0,[],[]
AngelEnterpriseIndia,ANGEL ENTERPRISE,"Surat, Gujarat","CVD DIAMOND & Jewellery
                                ",0,0,[],[]
AngelhandicraftIndia,Deepak,N/A,"Manufacturer and exporter of All type of kantha product
                                ",4.9068,518,"['On sale', 'Kantha Bed Cover', 'kantha baby quilts', 'Kantha Quilts', 'Natural Indigo Bedcover', 'blankets and bedspreads', 'Bedspreads and throws', 'solid kantha quilt', 'Indigo Kantha Bed Cover', 'Tie Dye kantha quilt', 'Cotton throw', 'Jaipuri quilt']","[['Ginger', '5', 'Perfect coverlet for the end of my bed! Love it!'], ['Margaret', '5', 'Love these shams! Bought the matching quilt and they look fabulous on my daybed in my home office. Shipped fast and quality is top notch.'], ['Margaret', '5', 'Wonderful quilt! Shipped quickly! The colors are even more vibrant and beautiful in person. The weight is perfect- not to heavy. Looks great in my home office. Highly recommend!'], ['ayoungken', '5', ""It's perfect! Exactly as described.""], ['kristenmontuori1', '5', 'Very nice quality! It fits my bed perfectly'], ['Deanna', '5', 'The quilt I ordered from this shop is beautiful !! So happy with my order !!  The owner of the shop was very nice when I reached out regarding my order , he got back to me fast . I will purchase again from this shop .'], ['C.', '5', ""Perfection! Fabric and color matched exactly as to what was shown on Etsy. Quality is perfect, as is the size. Was well-packaged and came before anticipated shipping date. We've been searching for a light-weight summer blanket for our king size bed and this is incredible! Would not hesitate to purchase from this seller again. Thank you!""], ['giuliarezzonico', '5', 'Very nice product'], ['Bridget', '5', 'This quilt has been the perfect addition to our bed during the summer. It\'s light weight but provides just enough warmth as it cools outside overnight. The stitching and stripe print are beautifully done as well. I\'m minorly disappointed because the width is 86"" which is 4"" short of the advertised width, so the blanket just overhangs my mattress by 1"" on each side. The length was 1"" short at 107"" but it\'s not a problem at all and is sufficiently long.'], ['Marian', '5', 'This quilt is absolutely stunning! Beautifully made and the perfect weight for warmer nights. The shipping was quite speedy, too. Highly recommend!']]"
